"w_idx","islandName","baseDate","baseTime","fcstDate","fcstTime","POP","PTY","PCP","REH","SNO","SKY","TMP","TMN","TMX","UUU","VVV","WAV","VEC","WSD","insertDttm"
"13465","영광 안마도","20241102","1400","20241102","1500","0","0","강수없음","70","적설없음","1","20","","","-1","-7.5","0.5","8","7.6","2024-11-02 14:00:02"
"13466","신안 우이도","20241102","1400","20241102","1500","0","0","강수없음","80","적설없음","1","20","","","-1.9","-6.3","0.5","18","6.6","2024-11-02 14:00:02"
"13467","여수 손죽도","20241102","1400","20241102","1500","30","0","강수없음","70","적설없음","4","21","","","-5.6","-8.9","1.5","33","10.6","2024-11-02 14:00:02"
"13468","신안 반월박지도","20241102","1700","20241102","1800","0","0","강수없음","85","적설없음","1","18","","","-0.3","-3.6","0.5","6","3.6","2024-11-02 17:00:01"
"13469","고흥 연홍도","20241102","1700","20241102","1800","20","0","강수없음","75","적설없음","3","20","","","-3","-2","0.5","57","3.7","2024-11-02 17:00:01"
"13470","강진 가우도","20241102","1700","20241102","1800","30","0","강수없음","85","적설없음","4","20","","","-0.2","0.2","0","124","0.4","2024-11-02 17:00:01"
"13471","여수 낭도","20241102","1700","20241102","1800","0","0","강수없음","70","적설없음","1","20","","","-3.9","-5.4","0.5","37","6.7","2024-11-02 17:00:01"
"13472","진도 금호도","20241102","1700","20241102","1800","20","0","강수없음","85","적설없음","3","18","","","0.1","-0.1","0","315","0.1","2024-11-02 17:00:01"
"13473","목포 외달도","20241102","1700","20241102","1800","20","0","강수없음","90","적설없음","3","18","","","0","1","0","174","1","2024-11-02 17:00:01"
"13474","여수 송도","20241102","1700","20241102","1800","0","0","강수없음","75","적설없음","1","19","","","-3.8","-5.8","0.5","34","7","2024-11-02 17:00:01"
"13475","신안 옥도","20241102","1700","20241102","1800","20","0","강수없음","80","적설없음","3","19","","","-0.8","-3.6","0.5","14","3.7","2024-11-02 17:00:01"
"13476","신안 기점소악도","20241102","1700","20241102","1800","0","0","강수없음","80","적설없음","1","19","","","-0.4","-4.7","0.5","6","4.7","2024-11-02 17:00:01"
"13477","보성 장도","20241102","1700","20241102","1800","20","0","강수없음","85","적설없음","3","18","","","-1.7","-0.6","0","72","1.9","2024-11-02 17:00:01"
"13478","신안 선도","20241102","1700","20241102","1800","0","0","강수없음","80","적설없음","1","19","","","-0.4","-4.6","0.5","6","4.6","2024-11-02 17:00:01"
"13479","무안 탄도","20241102","1700","20241102","1800","0","0","강수없음","75","적설없음","1","19","","","-0.5","-2","0","17","2.1","2024-11-02 17:00:01"
"13480","신안 고이도","20241102","1700","20241102","1800","0","0","강수없음","80","적설없음","1","18","","","0","-1.6","0.5","360","1.6","2024-11-02 17:00:01"
"13481","여수 연도","20241102","1700","20241102","1800","0","0","강수없음","70","적설없음","1","19","","","-4.5","-7","0.5","33","8.4","2024-11-02 17:00:01"
"13482","완도 생일도","20241102","1700","20241102","1800","30","0","강수없음","80","적설없음","4","18","","","-3.2","-2.5","0.5","53","4.1","2024-11-02 17:00:01"
"13483","완도 소안도","20241102","1700","20241102","1800","30","0","강수없음","90","적설없음","4","18","","","-2.6","-1.7","0.5","58","3.2","2024-11-02 17:00:01"
"13484","진도 관매도","20241102","1700","20241102","1800","30","0","강수없음","80","적설없음","4","20","","","-0.6","-1.4","0.5","27","1.6","2024-11-02 17:00:01"
"13485","진도 대마도","20241102","1700","20241102","1800","30","0","강수없음","80","적설없음","4","20","","","-0.6","-1.4","0.5","27","1.6","2024-11-02 17:00:01"
"13486","여수 대횡간도","20241102","1700","20241102","1800","0","0","강수없음","70","적설없음","1","19","","","-4.5","-7","0.5","33","8.4","2024-11-02 17:00:01"
"13487","완도 금당도","20241102","1700","20241102","1800","30","0","강수없음","75","적설없음","4","20","","","-2.9","-2.1","0.5","55","3.7","2024-11-02 17:00:01"
"13488","완도 여서도","20241102","1700","20241102","1800","30","0","강수없음","85","적설없음","4","18","","","-4","-3.1","0.5","53","5.1","2024-11-02 17:00:01"
"13489","영광 안마도","20241102","1700","20241102","1800","0","0","강수없음","80","적설없음","1","19","","","-0.9","-5.8","0.5","10","5.9","2024-11-02 17:00:01"
"13490","신안 우이도","20241102","1700","20241102","1800","0","0","강수없음","80","적설없음","1","19","","","-1.3","-4.4","0.5","18","4.6","2024-11-02 17:00:01"
"13491","여수 손죽도","20241102","1700","20241102","1800","30","0","강수없음","70","적설없음","4","21","","","-7","-7","1.5","45","10","2024-11-02 17:00:01"
"13492","신안 반월박지도","20241102","2000","20241102","2100","0","0","강수없음","90","적설없음","1","17","","","-0.9","0.1","0.5","96","1","2024-11-02 20:00:01"
"13493","고흥 연홍도","20241102","2000","20241102","2100","0","0","강수없음","80","적설없음","1","18","","","-5.7","-3.5","0.5","59","6.8","2024-11-02 20:00:01"
"13494","강진 가우도","20241102","2000","20241102","2100","20","0","강수없음","90","적설없음","3","16","","","-1.8","-0.1","0","87","1.9","2024-11-02 20:00:01"
"13495","여수 낭도","20241102","2000","20241102","2100","0","0","강수없음","75","적설없음","1","18","","","-6.6","-5.6","0.5","50","8.7","2024-11-02 20:00:01"
"13496","진도 금호도","20241102","2000","20241102","2100","20","0","강수없음","95","적설없음","3","16","","","-1.1","1.5","0","141","1.9","2024-11-02 20:00:01"
"13497","목포 외달도","20241102","2000","20241102","2100","0","0","강수없음","100","적설없음","1","15","","","-1.4","0.9","0","121","1.7","2024-11-02 20:00:01"
"13498","여수 송도","20241102","2000","20241102","2100","0","0","강수없음","75","적설없음","1","18","","","-6.7","-6","0.5","49","9.1","2024-11-02 20:00:01"
"13499","신안 옥도","20241102","2000","20241102","2100","20","0","강수없음","85","적설없음","3","18","","","-0.4","0.6","0.5","140","0.8","2024-11-02 20:00:01"
"13500","신안 기점소악도","20241102","2000","20241102","2100","0","0","강수없음","85","적설없음","1","18","","","-2.5","-1.5","0.5","60","3","2024-11-02 20:00:01"
"13501","보성 장도","20241102","2000","20241102","2100","0","0","강수없음","90","적설없음","1","16","","","-1","-0.6","0","61","1.3","2024-11-02 20:00:01"
"13502","신안 선도","20241102","2000","20241102","2100","0","0","강수없음","85","적설없음","1","17","","","-2.7","-1.2","0.5","67","3","2024-11-02 20:00:01"
"13503","무안 탄도","20241102","2000","20241102","2100","0","0","강수없음","90","적설없음","1","16","","","-2.2","0.6","0","105","2.4","2024-11-02 20:00:01"
"13504","신안 고이도","20241102","2000","20241102","2100","0","0","강수없음","90","적설없음","1","17","","","-1.7","0.9","0.5","117","2","2024-11-02 20:00:01"
"13505","여수 연도","20241102","2000","20241102","2100","0","0","강수없음","75","적설없음","1","18","","","-7","-6.9","0.5","46","9.9","2024-11-02 20:00:01"
"13506","완도 생일도","20241102","2000","20241102","2100","0","0","강수없음","80","적설없음","1","17","","","-5.8","-3.9","0.5","57","7.1","2024-11-02 20:00:01"
"13507","완도 소안도","20241102","2000","20241102","2100","0","0","강수없음","90","적설없음","1","17","","","-4.7","-2.3","0.5","64","5.3","2024-11-02 20:00:01"
"13508","진도 관매도","20241102","2000","20241102","2100","30","0","강수없음","80","적설없음","4","19","","","-1.6","1","0.5","120","2","2024-11-02 20:00:01"
"13509","진도 대마도","20241102","2000","20241102","2100","30","0","강수없음","80","적설없음","4","19","","","-1.6","1","0.5","120","2","2024-11-02 20:00:01"
"13510","여수 대횡간도","20241102","2000","20241102","2100","0","0","강수없음","75","적설없음","1","18","","","-7","-6.9","0.5","46","9.9","2024-11-02 20:00:01"
"13511","완도 금당도","20241102","2000","20241102","2100","0","0","강수없음","80","적설없음","1","18","","","-5.7","-3.6","0.5","58","6.8","2024-11-02 20:00:01"
"13512","완도 여서도","20241102","2000","20241102","2100","0","0","강수없음","85","적설없음","1","17","","","-5.7","-3.9","0.5","56","7","2024-11-02 20:00:01"
"13513","영광 안마도","20241102","2000","20241102","2100","0","0","강수없음","85","적설없음","1","19","","","-2.6","-2.7","0.5","45","3.8","2024-11-02 20:00:01"
"13514","신안 우이도","20241102","2000","20241102","2100","0","0","강수없음","85","적설없음","1","18","","","-0.9","-0.8","0.5","51","1.3","2024-11-02 20:00:01"
"13515","여수 손죽도","20241102","2000","20241102","2100","0","0","강수없음","65","적설없음","1","21","","","-7.2","-6.1","1.5","50","9.5","2024-11-02 20:00:01"
"13516","신안 반월박지도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","16","","","-4.2","2.4","0.5","119","4.9","2024-11-02 23:00:01"
"13517","고흥 연홍도","20241102","2300","20241103","0000","0","0","강수없음","80","적설없음","1","18","","","-6.4","-4.8","0.5","54","8.1","2024-11-02 23:00:01"
"13518","강진 가우도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","15","","","-1.1","-0.6","0","63","1.3","2024-11-02 23:00:01"
"13519","여수 낭도","20241102","2300","20241103","0000","0","0","강수없음","75","적설없음","1","18","","","-5.3","-7.3","0.5","36","9.1","2024-11-02 23:00:01"
"13520","진도 금호도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","15","","","-3.4","-0.5","0","82","3.5","2024-11-02 23:00:01"
"13521","목포 외달도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","13","","","-1.3","-0.1","0","86","1.4","2024-11-02 23:00:01"
"13522","여수 송도","20241102","2300","20241103","0000","0","0","강수없음","80","적설없음","1","17","","","-5.3","-7.8","0.5","35","9.5","2024-11-02 23:00:01"
"13523","신안 옥도","20241102","2300","20241103","0000","0","0","강수없음","90","적설없음","1","17","","","-4","1.4","0.5","109","4.3","2024-11-02 23:00:01"
"13524","신안 기점소악도","20241102","2300","20241103","0000","0","0","강수없음","90","적설없음","1","16","","","-3.7","3.5","0.5","133","5.2","2024-11-02 23:00:01"
"13525","보성 장도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","14","","","-1","-1.2","0","43","1.6","2024-11-02 23:00:01"
"13526","신안 선도","20241102","2300","20241103","0000","0","0","강수없음","90","적설없음","1","16","","","-3.7","3.5","0.5","133","5.2","2024-11-02 23:00:01"
"13527","무안 탄도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","14","","","-1.9","1.3","0","123","2.4","2024-11-02 23:00:01"
"13528","신안 고이도","20241102","2300","20241103","0000","0","0","강수없음","95","적설없음","1","15","","","-2.6","1.4","0.5","117","3","2024-11-02 23:00:01"
"13529","여수 연도","20241102","2300","20241103","0000","0","0","강수없음","75","적설없음","1","17","","","-5.8","-8.1","0.5","36","10","2024-11-02 23:00:01"
"13530","완도 생일도","20241102","2300","20241103","0000","0","0","강수없음","80","적설없음","1","17","","","-7.2","-5.1","0.5","55","8.9","2024-11-02 23:00:01"
"13531","완도 소안도","20241102","2300","20241103","0000","0","0","강수없음","85","적설없음","1","17","","","-6.9","-3.6","0.5","63","7.9","2024-11-02 23:00:01"
"13532","진도 관매도","20241102","2300","20241103","0000","0","0","강수없음","85","적설없음","1","19","","","-6.5","-1.1","0.5","81","6.7","2024-11-02 23:00:01"
"13533","진도 대마도","20241102","2300","20241103","0000","0","0","강수없음","85","적설없음","1","19","","","-6.5","-1.1","0.5","81","6.7","2024-11-02 23:00:01"
"13534","여수 대횡간도","20241102","2300","20241103","0000","0","0","강수없음","75","적설없음","1","17","","","-5.8","-8.1","0.5","36","10","2024-11-02 23:00:01"
"13535","완도 금당도","20241102","2300","20241103","0000","0","0","강수없음","75","적설없음","1","18","","","-6.7","-4.9","0.5","54","8.4","2024-11-02 23:00:01"
"13536","완도 여서도","20241102","2300","20241103","0000","0","0","강수없음","80","적설없음","1","17","","","-7.4","-5","0.5","56","9","2024-11-02 23:00:01"
"13537","영광 안마도","20241102","2300","20241103","0000","0","0","강수없음","85","적설없음","1","17","","","-3.8","4","0.5","136","5.6","2024-11-02 23:00:01"
"13538","신안 우이도","20241102","2300","20241103","0000","0","0","강수없음","90","적설없음","1","17","","","-3.3","2.6","0.5","127","4.3","2024-11-02 23:00:01"
"13539","여수 손죽도","20241102","2300","20241103","0000","0","0","강수없음","70","적설없음","1","20","","","-7","-6.9","1.5","46","9.9","2024-11-02 23:00:01"
"13540","신안 반월박지도","20241103","0200","20241103","0300","0","0","강수없음","90","적설없음","1","15","","","-5.5","0.8","0.5","98","5.7","2024-11-03 02:00:02"
"13541","강진 가우도","20241103","0200","20241103","0300","0","0","강수없음","95","적설없음","1","13","","","-1.3","-0.6","0","67","1.5","2024-11-03 02:00:02"
"13542","진도 금호도","20241103","0200","20241103","0300","0","0","강수없음","95","적설없음","1","13","","","-3.4","-0.4","0","83","3.5","2024-11-03 02:00:02"
"13543","목포 외달도","20241103","0200","20241103","0300","0","0","강수없음","100","적설없음","1","11","","","-1.6","-0.3","0","80","1.7","2024-11-03 02:00:02"
"13544","여수 송도","20241103","0200","20241103","0300","0","0","강수없음","80","적설없음","1","16","","","-6.2","-7.6","0.5","40","9.9","2024-11-03 02:00:02"
"13545","신안 옥도","20241103","0200","20241103","0300","0","0","강수없음","85","적설없음","1","17","","","-5.7","0.6","0.5","96","5.8","2024-11-03 02:00:02"
"13546","신안 기점소악도","20241103","0200","20241103","0300","0","0","강수없음","90","적설없음","1","15","","","-4.2","1.2","0.5","106","4.5","2024-11-03 02:00:02"
"13547","보성 장도","20241103","0200","20241103","0300","0","0","강수없음","95","적설없음","1","12","","","-1","-1.2","0","43","1.6","2024-11-03 02:00:02"
"13548","신안 선도","20241103","0200","20241103","0300","0","0","강수없음","90","적설없음","1","14","","","-4.2","1","0.5","103","4.4","2024-11-03 02:00:02"
"13549","무안 탄도","20241103","0200","20241103","0300","0","0","강수없음","95","적설없음","1","13","","","-2.3","0.1","0","92","2.4","2024-11-03 02:00:02"
"13550","신안 고이도","20241103","0200","20241103","0300","0","0","강수없음","95","적설없음","1","13","","","-3.1","0.2","0.5","94","3.2","2024-11-03 02:00:02"
"13551","여수 연도","20241103","0200","20241103","0300","0","0","강수없음","75","적설없음","1","16","","","-6.5","-7.8","0.5","40","10.2","2024-11-03 02:00:02"
"13552","완도 생일도","20241103","0200","20241103","0300","0","0","강수없음","80","적설없음","1","16","","","-8","-4.6","0.5","60","9.3","2024-11-03 02:00:02"
"13553","완도 소안도","20241103","0200","20241103","0300","0","0","강수없음","85","적설없음","1","17","","","-7.6","-3.1","0.5","68","8.3","2024-11-03 02:00:02"
"13554","진도 관매도","20241103","0200","20241103","0300","0","0","강수없음","80","적설없음","1","18","","","-7.4","-0.5","0.5","86","7.5","2024-11-03 02:00:02"
"13555","진도 대마도","20241103","0200","20241103","0300","0","0","강수없음","80","적설없음","1","18","","","-7.4","-0.5","0.5","86","7.5","2024-11-03 02:00:02"
"13556","여수 대횡간도","20241103","0200","20241103","0300","0","0","강수없음","75","적설없음","1","16","","","-6.5","-7.8","0.5","40","10.2","2024-11-03 02:00:02"
"13557","완도 금당도","20241103","0200","20241103","0300","0","0","강수없음","80","적설없음","1","17","","","-7.4","-4.5","0.5","59","8.7","2024-11-03 02:00:02"
"13558","완도 여서도","20241103","0200","20241103","0300","0","0","강수없음","80","적설없음","1","16","","","-8.2","-4.3","0.5","63","9.3","2024-11-03 02:00:02"
"13559","영광 안마도","20241103","0200","20241103","0300","0","0","강수없음","85","적설없음","1","17","","","-3.8","2.1","0.5","118","4.4","2024-11-03 02:00:02"
"13560","신안 우이도","20241103","0200","20241103","0300","0","0","강수없음","85","적설없음","1","17","","","-5.6","1.3","0.5","103","5.8","2024-11-03 02:00:02"
"13561","여수 손죽도","20241103","0200","20241103","0300","0","0","강수없음","75","적설없음","1","19","","","-7.7","-6","1","52","9.8","2024-11-03 02:00:02"
"13562","신안 반월박지도","20241103","0500","20241103","0600","0","0","강수없음","90","적설없음","1","15","","","-6","2.3","0.5","111","6.5","2024-11-03 05:00:01"
"13563","고흥 연홍도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-7","-3.4","0.5","64","7.9","2024-11-03 05:00:01"
"13564","강진 가우도","20241103","0500","20241103","0600","0","0","강수없음","95","적설없음","1","12","","","-1.3","-0.3","0","78","1.4","2024-11-03 05:00:01"
"13565","여수 낭도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-6.2","-5.8","0.5","47","8.6","2024-11-03 05:00:01"
"13566","진도 금호도","20241103","0500","20241103","0600","0","0","강수없음","95","적설없음","1","13","","","-4.1","0.3","0","94","4.2","2024-11-03 05:00:01"
"13567","목포 외달도","20241103","0500","20241103","0600","0","0","강수없음","100","적설없음","1","11","","","-1.6","0.1","0","93","1.7","2024-11-03 05:00:01"
"13568","여수 송도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","15","","","-6.2","-6.2","0.5","45","8.8","2024-11-03 05:00:01"
"13569","신안 옥도","20241103","0500","20241103","0600","0","0","강수없음","85","적설없음","1","16","","","-6.1","2","0.5","108","6.5","2024-11-03 05:00:01"
"13570","신안 기점소악도","20241103","0500","20241103","0600","0","0","강수없음","90","적설없음","1","15","","","-4.2","2","0.5","115","4.7","2024-11-03 05:00:01"
"13571","보성 장도","20241103","0500","20241103","0600","0","0","강수없음","95","적설없음","1","11","","","-1.1","-1","0","50","1.6","2024-11-03 05:00:01"
"13572","신안 선도","20241103","0500","20241103","0600","0","0","강수없음","90","적설없음","1","14","","","-4.1","1.8","0.5","113","4.6","2024-11-03 05:00:01"
"13573","무안 탄도","20241103","0500","20241103","0600","0","0","강수없음","95","적설없음","1","12","","","-2.3","0.7","0","106","2.5","2024-11-03 05:00:01"
"13574","신안 고이도","20241103","0500","20241103","0600","0","0","강수없음","90","적설없음","1","13","","","-3.3","1.2","0.5","109","3.6","2024-11-03 05:00:01"
"13575","여수 연도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-6.4","-6.4","0.5","45","9.1","2024-11-03 05:00:01"
"13576","완도 생일도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","15","","","-8.1","-3.7","0.5","66","9","2024-11-03 05:00:01"
"13577","완도 소안도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-7.8","-2.3","0.5","74","8.2","2024-11-03 05:00:01"
"13578","진도 관매도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","18","","","-7.7","0.6","0.5","94","7.8","2024-11-03 05:00:01"
"13579","진도 대마도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","18","","","-7.7","0.6","0.5","94","7.8","2024-11-03 05:00:01"
"13580","여수 대횡간도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-6.4","-6.4","0.5","45","9.1","2024-11-03 05:00:01"
"13581","완도 금당도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-7.5","-3.5","0.5","65","8.4","2024-11-03 05:00:01"
"13582","완도 여서도","20241103","0500","20241103","0600","0","0","강수없음","80","적설없음","1","16","","","-8.4","-3.4","0.5","68","9.2","2024-11-03 05:00:01"
"13583","영광 안마도","20241103","0500","20241103","0600","0","0","강수없음","90","적설없음","1","16","","","-3.5","2.2","0.5","121","4.2","2024-11-03 05:00:01"
"13584","신안 우이도","20241103","0500","20241103","0600","0","0","강수없음","85","적설없음","1","16","","","-5.7","2.6","0.5","114","6.4","2024-11-03 05:00:01"
"13585","여수 손죽도","20241103","0500","20241103","0600","0","0","강수없음","75","적설없음","1","19","","","-7.8","-5.1","1","57","9.4","2024-11-03 05:00:01"
"13586","신안 반월박지도","20241103","0800","20241103","0900","0","0","강수없음","80","적설없음","1","17","","","-6","3","0.5","116","6.8","2024-11-03 08:00:01"
"13587","고흥 연홍도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","18","","","-6.6","-2.7","0.5","68","7.2","2024-11-03 08:00:01"
"13588","강진 가우도","20241103","0800","20241103","0900","0","0","강수없음","80","적설없음","1","17","","","-2.8","-0.1","0","88","2.9","2024-11-03 08:00:01"
"13589","여수 낭도","20241103","0800","20241103","0900","0","0","강수없음","70","적설없음","1","18","","","-5.7","-5","0.5","49","7.7","2024-11-03 08:00:01"
"13590","진도 금호도","20241103","0800","20241103","0900","0","0","강수없음","80","적설없음","1","17","","","-4.3","0.7","0","99","4.5","2024-11-03 08:00:01"
"13591","목포 외달도","20241103","0800","20241103","0900","0","0","강수없음","85","적설없음","1","15","","","-2.6","0.6","0","103","2.8","2024-11-03 08:00:01"
"13592","여수 송도","20241103","0800","20241103","0900","0","0","강수없음","70","적설없음","1","18","","","-5.6","-5.3","0.5","47","7.8","2024-11-03 08:00:01"
"13593","신안 옥도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","18","","","-6.1","2.7","0.5","114","6.8","2024-11-03 08:00:01"
"13594","신안 기점소악도","20241103","0800","20241103","0900","0","0","강수없음","85","적설없음","1","17","","","-4.7","3.1","0.5","123","5.7","2024-11-03 08:00:01"
"13595","보성 장도","20241103","0800","20241103","0900","0","0","강수없음","80","적설없음","1","16","","","-2.4","-0.8","0","72","2.6","2024-11-03 08:00:01"
"13596","신안 선도","20241103","0800","20241103","0900","0","0","강수없음","85","적설없음","1","16","","","-4.5","2.9","0.5","122","5.4","2024-11-03 08:00:01"
"13597","무안 탄도","20241103","0800","20241103","0900","0","0","강수없음","85","적설없음","1","15","","","-3.1","1.5","0","115","3.5","2024-11-03 08:00:01"
"13598","신안 고이도","20241103","0800","20241103","0900","0","0","강수없음","85","적설없음","1","16","","","-3.9","1.8","0.5","114","4.4","2024-11-03 08:00:01"
"13599","여수 연도","20241103","0800","20241103","0900","0","0","강수없음","70","적설없음","1","18","","","-5.8","-5.2","0.5","49","7.9","2024-11-03 08:00:01"
"13600","완도 생일도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","17","","","-7.6","-2.7","0.5","71","8.2","2024-11-03 08:00:01"
"13601","완도 소안도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","19","","","-7.7","-1.4","0.5","80","7.9","2024-11-03 08:00:01"
"13602","진도 관매도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","19","","","-7.6","1.5","0.5","101","7.8","2024-11-03 08:00:01"
"13603","진도 대마도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","19","","","-7.6","1.5","0.5","101","7.8","2024-11-03 08:00:01"
"13604","여수 대횡간도","20241103","0800","20241103","0900","0","0","강수없음","70","적설없음","1","18","","","-5.8","-5.2","0.5","49","7.9","2024-11-03 08:00:01"
"13605","완도 금당도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","18","","","-7","-2.7","0.5","69","7.6","2024-11-03 08:00:01"
"13606","완도 여서도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","18","","","-7.9","-2.3","0.5","74","8.3","2024-11-03 08:00:01"
"13607","영광 안마도","20241103","0800","20241103","0900","0","0","강수없음","80","적설없음","1","17","","","-3.7","3.6","0.5","133","5.2","2024-11-03 08:00:01"
"13608","신안 우이도","20241103","0800","20241103","0900","0","0","강수없음","75","적설없음","1","18","","","-5.9","3.4","0.5","120","6.9","2024-11-03 08:00:01"
"13609","여수 손죽도","20241103","0800","20241103","0900","0","0","강수없음","70","적설없음","1","19","","","-7.1","-3.7","1","63","8.1","2024-11-03 08:00:01"
"13610","신안 반월박지도","20241103","1100","20241103","1200","0","0","강수없음","60","적설없음","1","21","","","-3.6","2.9","0.5","128","4.7","2024-11-03 11:00:02"
"13611","고흥 연홍도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-5.7","-1.3","0.5","77","5.9","2024-11-03 11:00:02"
"13612","강진 가우도","20241103","1100","20241103","1200","0","0","강수없음","60","적설없음","1","21","","","-3.3","0.7","0","102","3.5","2024-11-03 11:00:02"
"13613","여수 낭도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-4.6","-3.2","0.5","56","5.7","2024-11-03 11:00:02"
"13614","진도 금호도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-3.5","1.5","0","113","3.9","2024-11-03 11:00:02"
"13615","목포 외달도","20241103","1100","20241103","1200","0","0","강수없음","55","적설없음","1","21","","","-2.6","1.2","0","114","3","2024-11-03 11:00:02"
"13616","여수 송도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-4.5","-3.4","0.5","54","5.7","2024-11-03 11:00:02"
"13617","신안 옥도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-4.1","2.9","0.5","125","5.1","2024-11-03 11:00:02"
"13618","신안 기점소악도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","21","","","-2","2.6","0.5","141","3.3","2024-11-03 11:00:02"
"13619","보성 장도","20241103","1100","20241103","1200","0","0","강수없음","60","적설없음","1","21","","","-3","0.2","0","94","3.1","2024-11-03 11:00:02"
"13620","신안 선도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","21","","","-1.8","2.3","0.5","140","3","2024-11-03 11:00:02"
"13621","무안 탄도","20241103","1100","20241103","1200","0","0","강수없음","55","적설없음","1","21","","","-2.2","1.9","0","130","3","2024-11-03 11:00:02"
"13622","신안 고이도","20241103","1100","20241103","1200","0","0","강수없음","55","적설없음","1","21","","","-2.4","2","0.5","129","3.2","2024-11-03 11:00:02"
"13623","여수 연도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-4.9","-3.6","0.5","54","6.2","2024-11-03 11:00:02"
"13624","완도 생일도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","19","","","-6.1","-1.5","0.5","76","6.4","2024-11-03 11:00:02"
"13625","완도 소안도","20241103","1100","20241103","1200","0","0","강수없음","70","적설없음","1","20","","","-6.7","-0.5","0.5","86","6.8","2024-11-03 11:00:02"
"13626","진도 관매도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-6.6","2.3","0.5","109","7.1","2024-11-03 11:00:02"
"13627","진도 대마도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-6.6","2.3","0.5","109","7.1","2024-11-03 11:00:02"
"13628","여수 대횡간도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-4.9","-3.6","0.5","54","6.2","2024-11-03 11:00:02"
"13629","완도 금당도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-5.9","-1.4","0.5","77","6.2","2024-11-03 11:00:02"
"13630","완도 여서도","20241103","1100","20241103","1200","0","0","강수없음","70","적설없음","1","19","","","-6.5","-1.4","0.5","78","6.7","2024-11-03 11:00:02"
"13631","영광 안마도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-1.9","3.4","0.5","150","3.9","2024-11-03 11:00:02"
"13632","신안 우이도","20241103","1100","20241103","1200","0","0","강수없음","65","적설없음","1","20","","","-3.9","3.4","0.5","130","5.2","2024-11-03 11:00:02"
"13633","여수 손죽도","20241103","1100","20241103","1200","0","0","강수없음","70","적설없음","1","20","","","-6","-2.9","1","65","6.8","2024-11-03 11:00:02"
"13634","신안 반월박지도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","22","","","-1","2.7","0.5","158","2.9","2024-11-03 14:00:01"
"13635","고흥 연홍도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","21","","","-4.6","-0.3","0.5","86","4.7","2024-11-03 14:00:01"
"13636","강진 가우도","20241103","1400","20241103","1500","0","0","강수없음","60","적설없음","1","21","","","-2.8","1.3","0","114","3.2","2024-11-03 14:00:01"
"13637","여수 낭도","20241103","1400","20241103","1500","0","0","강수없음","55","적설없음","1","21","","","-4.5","-0.7","0.5","81","4.7","2024-11-03 14:00:01"
"13638","진도 금호도","20241103","1400","20241103","1500","0","0","강수없음","65","적설없음","1","20","","","-3","2.2","0","125","3.8","2024-11-03 14:00:01"
